commit,parent_commit,timestamp,status,hypothesis,prediction,config_diff,primary_metric,delta_vs_parent,verdict_allocator,allocator_p_value,allocator_ci_low,allocator_ci_high,verdict_ndcg,classifier_primary_metric,classifier_delta_vs_parent,verdict_gate,gate_p_value,gate_ci_low,gate_ci_high,verdict_gate_guard,stability_std,stability_min,metadata_path,override_reason,note,error
ac243be4,,2026-07-04T06:29:21+00:00,success,Baseline run of the initial configuration,Baseline run,,0.00860813564928,,significant_improvement,0.038071703914,0.00118419457317,0.0415687752718,within_noise,0.0504318635043,,significant_improvement,3.90431534445e-06,0.00647839506173,0.0225308641975,significant_improvement,0.051210392478,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T062728287720Z/metadata.json,,,
2865cdcb,ac243be4,2026-07-04T06:37:21+00:00,success,VCP is a long-base pattern; a 200-bar SMA distance captures the durable trend better than the 50-bar the gate uses now,"gate hit-rate lift up, return guard non-regressing",model_features.classifier.sma_windows: [50] -> [200],0.00558913769583,-0.00301899795345,within_noise,0.154403502174,-0.000128828866843,0.00259780003813,within_noise,0.0532667479181,0.00283488441383,within_noise,0.155525385007,0,0.00806451612903,within_noise,0.0575794581084,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T063534936440Z/metadata.json,,,
7ff2f12a,ac243be4,2026-07-04T06:39:08+00:00,success,A longer 20-bar momentum window is less noisy than the current 5-bar return for a sparse setup,"gate hit-rate lift up, return guard non-regressing",model_features.classifier.return_windows: [5] -> [20],0.0192270217706,0.0106188861213,within_noise,0.101867645037,-7.27627978347e-05,0.00244406018569,insufficient_data,0.0430977760232,-0.00733408748115,within_noise,0.459911896305,-0.00215053763441,0.00591397849462,within_noise,0.0903579846042,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T063723715686Z/metadata.json,,,
5f289f2d,ac243be4,2026-07-04T06:40:58+00:00,success,Sparse VCP signals make the logistic gate prone to fitting noise; stronger L2 (lower C) should generalize better,"gate hit-rate lift up, stability_std down; return guard non-regressing",classifier.c_value: 1.0 -> 0.25,0.00864683783739,3.87021881047e-05,within_noise,0.844422420582,-0.000358917307809,0.000411598778248,within_noise,0.0435905099834,-0.00684135352092,within_noise,0.186755557038,-0.00252525252525,0,within_noise,0.0535769543232,-0.0508250717062,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T063910450697Z/metadata.json,,,
575d35d9,ac243be4,2026-07-04T06:43:53+00:00,success,"If longer windows help the gate (SMA200 lead), a 50-bar EMA distance should beat the current 21-bar","gate hit-rate lift up vs baseline, return guard non-regressing",model_features.classifier.ema_windows: [21] -> [50],0.00741334010862,-0.00119479554066,within_noise,0.118500923381,-0.00249406170548,0.000303322378189,within_noise,0.0499236642732,-0.000508199231109,within_noise,0.0785634726075,-0.00793650793651,0,within_noise,0.0540502747204,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T064206389004Z/metadata.json,,,
5febdf56,ac243be4,2026-07-04T06:45:39+00:00,success,A 50-bar relative-volume window smooths the VCP volume dry-up better than the noisy 20-bar,"gate hit-rate lift up vs baseline, return guard non-regressing",model_features.classifier.relative_volume_windows: [20] -> [50],0.00970695189688,0.00109881624759,within_noise,0.18886122464,0,0.00175661915573,within_noise,0.0700843601305,0.0196524966262,within_noise,0.188790807565,0,0.00751879699248,within_noise,0.051265842034,-0.0465776955973,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T064355443220Z/metadata.json,,,
f64e66c8,ac243be4,2026-07-04T06:47:28+00:00,success,A quarter-length 63-bar sector-return context is a steadier regime signal than the 21-bar,"gate hit-rate lift up vs baseline, return guard non-regressing",model_features.classifier.sector_return_windows: [21] -> [63],0.0122560519106,0.00364791626129,within_noise,0.485022983027,-0.000740507107868,0.00160282407896,within_noise,0.0273898341542,-0.0230420293501,within_noise,0.465112475859,-0.00266666666667,0.008,within_noise,0.0599218133435,-0.054935510223,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T064542210300Z/metadata.json,,,
892f6fbc,ac243be4,2026-07-04T06:50:00+00:00,success,The two positive longer-window leads (rvol50 + sma200) are independent and should add up on the gate,gate hit-rate lift up more than either alone (>+0.0197 vs baseline),model_features.classifier.relative_volume_windows: [20] -> [50]; model_features.classifier.sma_windows: [50] -> [200],0.00742991575722,-0.00117821989206,within_noise,0.429105873284,-0.00129248618395,0.000823242599689,within_noise,0.0614027677924,0.0109709042881,within_noise,1,-0.00409836065574,0.00409836065574,within_noise,0.0586625087377,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T064811436417Z/metadata.json,,,
4d8bed90,ac243be4,2026-07-04T06:51:45+00:00,success,rvol lift is monotonic in window length; a quarter-length 63-bar window peaks higher than 50,gate hit-rate lift up vs the rvol50 point (>+0.0197),model_features.classifier.relative_volume_windows: [20] -> [63],0.0104371258099,0.00182899016062,within_noise,0.11713405577,0,0.00196816729356,within_noise,0.0588074219657,0.00837555846137,within_noise,0.186755557038,0,0.00757575757576,within_noise,0.0515046152012,-0.0488369128588,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T065002712137Z/metadata.json,,,
79080a37,ac243be4,2026-07-04T06:53:28+00:00,success,A longer 20-bar cross-sectional volatility window is a steadier peer-dispersion signal than the 10-bar for a sparse setup,"gate hit-rate lift up vs baseline, return guard non-regressing",model_features.classifier.cs_volatility_windows: [10] -> [20],0.0110267847318,0.00241864908255,significant_improvement,0.0293449520801,0.000504042102321,0.00441459712749,within_noise,0.0689995689999,0.0185677054956,significant_improvement,0.0148995320665,0.00416666666667,0.0205555555556,significant_improvement,0.0555674387765,-0.0508250717062,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260704T065147732226Z/metadata.json,,,
